lat,lon,hour,month,time,value
28.42,77.031,3,8,2024-08-26 03:00:00,36.56
28.42,77.031,4,8,2024-08-26 04:00:00,42.48
28.42,77.031,5,8,2024-08-26 05:00:00,47.35
28.42,77.031,6,8,2024-08-26 06:00:00,50.85
28.42,77.031,7,8,2024-08-26 07:00:00,55.08
28.42,77.031,8,8,2024-08-26 08:00:00,71.94
28.42,77.031,9,8,2024-08-26 09:00:00,70.64
28.42,77.031,10,8,2024-08-26 10:00:00,87.72
28.42,77.031,11,8,2024-08-26 11:00:00,75.67
28.42,77.031,12,8,2024-08-26 12:00:00,57.82
28.42,77.031,15,8,2024-08-26 15:00:00,33.3
28.42,77.031,4,8,2024-08-27 04:00:00,43.64
28.42,77.031,5,8,2024-08-27 05:00:00,53.65
28.42,77.031,6,8,2024-08-27 06:00:00,50.54
28.42,77.031,7,8,2024-08-27 07:00:00,41.88
28.42,77.031,9,8,2024-08-27 09:00:00,34.95
28.42,77.031,10,8,2024-08-27 10:00:00,35.98
28.42,77.031,11,8,2024-08-27 11:00:00,23.74
28.42,77.031,12,8,2024-08-27 12:00:00,34.21
28.42,77.031,13,8,2024-08-27 13:00:00,32.06
28.42,77.031,15,8,2024-08-27 15:00:00,26.45
28.42,77.031,16,8,2024-08-27 16:00:00,26.2
28.42,77.031,17,8,2024-08-27 17:00:00,16.75
28.42,77.031,22,8,2024-08-27 22:00:00,32.1
28.42,77.031,23,8,2024-08-27 23:00:00,37.6
28.42,77.031,0,8,2024-08-28 00:00:00,43.1
28.42,77.031,1,8,2024-08-28 01:00:00,51.6
28.42,77.031,2,8,2024-08-28 02:00:00,77.49
28.42,77.031,3,8,2024-08-28 03:00:00,34.01
28.42,77.031,4,8,2024-08-28 04:00:00,8.9
28.42,77.031,11,8,2024-08-28 11:00:00,40.3
28.42,77.031,12,8,2024-08-28 12:00:00,47.49
28.42,77.031,16,8,2024-08-28 16:00:00,41.77
28.42,77.031,17,8,2024-08-28 17:00:00,34.07
28.42,77.031,18,8,2024-08-28 18:00:00,36.48
28.42,77.031,19,8,2024-08-28 19:00:00,36.34
28.42,77.031,20,8,2024-08-28 20:00:00,38.7
28.42,77.031,21,8,2024-08-28 21:00:00,41.84
28.42,77.031,22,8,2024-08-28 22:00:00,34.52
28.42,77.031,23,8,2024-08-28 23:00:00,45.58
28.42,77.031,0,8,2024-08-29 00:00:00,58.22
28.42,77.031,1,8,2024-08-29 01:00:00,51.28
28.42,77.031,2,8,2024-08-29 02:00:00,34.53
28.42,77.031,3,8,2024-08-29 03:00:00,20.85
28.42,77.031,2,8,2024-08-30 02:00:00,80.86
28.42,77.031,3,8,2024-08-30 03:00:00,73.27
28.42,77.031,4,8,2024-08-30 04:00:00,63.22
28.42,77.031,5,8,2024-08-30 05:00:00,56.07
28.42,77.031,6,8,2024-08-30 06:00:00,62.63
